Date,Product Type,Status,Total Order,Total GMV
02/02/2016,e-money,fulfilled,"29,406","420,008"
03/02/2016,e-money,fulfilled,"44,522","792,153"
04/02/2016,e-money,fulfilled,"61,128","618,872"
05/02/2016,e-money,fulfilled,"59,983","609,997"
06/02/2016,e-money,fulfilled,"4,061","59,366"
07/02/2016,e-money,fulfilled,"32,969","256,465"
08/02/2016,e-money,fulfilled,"27,044","386,504"
09/02/2016,e-money,fulfilled,"10,086","143,820"
10/02/2016,e-money,fulfilled,"42,916","323,869"
11/02/2016,e-money,fulfilled,"1,093","14,730"
12/02/2016,e-money,fulfilled,"37,506","336,372"
13/02/2016,e-money,fulfilled,99,844
14/02/2016,e-money,fulfilled,"30,548","338,077"
15/02/2016,e-money,fulfilled,"28,319","515,739"
16/02/2016,e-money,fulfilled,"53,116","708,254"
17/02/2016,e-money,fulfilled,"21,247","399,065"
18/02/2016,e-money,fulfilled,"45,392","905,107"
19/02/2016,e-money,fulfilled,"20,065","152,094"
20/02/2016,e-money,fulfilled,"59,798","709,437"
21/02/2016,e-money,fulfilled,"7,164","130,043"
22/02/2016,e-money,fulfilled,"54,156","624,678"
23/02/2016,e-money,fulfilled,"14,151","243,317"
24/02/2016,e-money,fulfilled,"1,598","18,202"
25/02/2016,e-money,fulfilled,"25,965","297,909"
26/02/2016,e-money,fulfilled,"19,765","386,569"
27/02/2016,e-money,fulfilled,"14,198","244,488"
28/02/2016,e-money,fulfilled,"35,338","640,985"
29/02/2016,e-money,fulfilled,"1,815","16,065"
01/03/2016,e-money,fulfilled,"6,304","78,058"
02/03/2016,e-money,fulfilled,"40,053","747,084"
03/03/2016,e-money,fulfilled,"58,277","913,544"
04/03/2016,e-money,fulfilled,"48,667","951,318"
05/03/2016,e-money,fulfilled,"22,020","294,156"
06/03/2016,e-money,fulfilled,"25,093","262,686"
07/03/2016,e-money,fulfilled,"50,752","386,633"
08/03/2016,e-money,fulfilled,"66,181","1,180,642"
09/03/2016,e-money,fulfilled,"43,564","815,156"
10/03/2016,e-money,fulfilled,"22,017","422,006"
11/03/2016,e-money,fulfilled,"66,975","542,423"
12/03/2016,e-money,fulfilled,"31,691","552,202"
13/03/2016,e-money,fulfilled,"21,722","367,647"
14/03/2016,e-money,fulfilled,"52,920","545,578"
15/03/2016,e-money,fulfilled,"7,518","139,582"
16/03/2016,e-money,fulfilled,"63,769","976,188"
17/03/2016,e-money,fulfilled,"60,440","1,021,399"
18/03/2016,e-money,fulfilled,"55,569","719,801"
19/03/2016,e-money,fulfilled,"67,171","592,354"
20/03/2016,e-money,fulfilled,"21,454","374,543"
21/03/2016,e-money,fulfilled,"7,391","97,060"
22/03/2016,e-money,fulfilled,"26,239","455,944"
23/03/2016,e-money,fulfilled,"32,085","348,898"
24/03/2016,e-money,fulfilled,"38,745","456,419"
25/03/2016,e-money,fulfilled,"15,049","258,892"
26/03/2016,e-money,fulfilled,"40,164","469,067"
27/03/2016,e-money,fulfilled,"39,172","442,416"
28/03/2016,e-money,fulfilled,"27,394","252,452"
29/03/2016,e-money,fulfilled,"57,378","915,861"
30/03/2016,e-money,fulfilled,"43,417","379,998"
31/03/2016,e-money,fulfilled,710,"11,294"
01/04/2016,e-money,fulfilled,"60,631","1,118,199"
01/01/2016,electricity,fulfilled,"7,169","38,423"
02/01/2016,electricity,fulfilled,"14,943","93,232"
03/01/2016,electricity,fulfilled,"5,389","47,706"
04/01/2016,electricity,fulfilled,"48,272","309,746"
05/01/2016,electricity,fulfilled,"24,351","202,778"
06/01/2016,electricity,fulfilled,"54,767","338,377"
07/01/2016,electricity,fulfilled,"36,260","214,467"
08/01/2016,electricity,fulfilled,"17,800","72,120"
09/01/2016,electricity,fulfilled,"45,500","367,121"
10/01/2016,electricity,fulfilled,"33,779","331,632"
11/01/2016,electricity,fulfilled,"43,999","368,852"
12/01/2016,electricity,fulfilled,"8,013","57,201"
13/01/2016,electricity,fulfilled,"38,827","360,042"
14/01/2016,electricity,fulfilled,"61,801","571,263"
15/01/2016,electricity,fulfilled,"2,161","21,257"
16/01/2016,electricity,fulfilled,"20,542","144,636"
17/01/2016,electricity,fulfilled,"18,410","135,471"
18/01/2016,electricity,fulfilled,"34,825","199,038"
19/01/2016,electricity,fulfilled,"68,712","212,196"
20/01/2016,electricity,fulfilled,"60,686","305,286"
21/01/2016,electricity,fulfilled,"45,084","211,840"
22/01/2016,electricity,fulfilled,"37,718","198,094"
23/01/2016,electricity,fulfilled,"25,724","184,996"
24/01/2016,electricity,fulfilled,"62,307","153,424"
25/01/2016,electricity,fulfilled,"49,983","389,592"
26/01/2016,electricity,fulfilled,"37,296","89,189"
27/01/2016,electricity,fulfilled,"15,776","108,553"
28/01/2016,electricity,fulfilled,"61,916","346,494"
29/01/2016,electricity,fulfilled,"29,793","242,154"
30/01/2016,electricity,fulfilled,"50,587","125,764"
31/01/2016,electricity,fulfilled,"41,051","189,807"
01/02/2016,electricity,fulfilled,"54,851","351,874"
02/02/2016,electricity,fulfilled,"40,841","108,608"
03/02/2016,electricity,fulfilled,"35,833","203,714"
04/02/2016,electricity,fulfilled,"46,977","391,713"
05/02/2016,electricity,fulfilled,"31,138","255,509"
06/02/2016,electricity,fulfilled,"31,599","265,646"
07/02/2016,electricity,fulfilled,"38,331","145,416"
08/02/2016,electricity,fulfilled,"68,759","682,041"
09/02/2016,electricity,fulfilled,"40,730","135,569"
10/02/2016,electricity,fulfilled,"10,397","96,396"
11/02/2016,electricity,fulfilled,"30,177","256,208"
12/02/2016,electricity,fulfilled,"44,950","137,902"
13/02/2016,electricity,fulfilled,"17,062","77,179"
14/02/2016,electricity,fulfilled,"17,222","38,839"
15/02/2016,electricity,fulfilled,"31,913","252,731"
16/02/2016,electricity,fulfilled,"27,652","97,581"
17/02/2016,electricity,fulfilled,"54,096","230,135"
18/02/2016,electricity,fulfilled,"5,004","42,194"
19/02/2016,electricity,fulfilled,"15,439","38,125"
20/02/2016,electricity,fulfilled,"4,285","28,624"
21/02/2016,electricity,fulfilled,"35,895","323,640"
22/02/2016,electricity,fulfilled,"7,100","67,632"
23/02/2016,electricity,fulfilled,"30,869","110,517"
24/02/2016,electricity,fulfilled,"60,662","396,128"
25/02/2016,electricity,fulfilled,"28,151","89,832"
26/02/2016,electricity,fulfilled,"33,797","258,861"
27/02/2016,electricity,fulfilled,"55,734","207,219"
28/02/2016,electricity,fulfilled,"69,823","455,699"
29/02/2016,electricity,fulfilled,"69,479","552,170"
01/03/2016,electricity,fulfilled,"11,235","87,948"
02/03/2016,electricity,fulfilled,"12,639","116,187"
03/03/2016,electricity,fulfilled,"65,193","533,252"
04/03/2016,electricity,fulfilled,"25,109","71,585"
05/03/2016,electricity,fulfilled,"21,559","212,757"
06/03/2016,electricity,fulfilled,"21,489","134,961"
07/03/2016,electricity,fulfilled,"40,854","178,045"
08/03/2016,electricity,fulfilled,"58,000","189,312"
09/03/2016,electricity,fulfilled,"53,278","275,804"
10/03/2016,electricity,fulfilled,"14,729","75,945"
11/03/2016,electricity,fulfilled,"5,133","31,906"
12/03/2016,electricity,fulfilled,"32,185","105,244"
13/03/2016,electricity,fulfilled,"65,405","467,711"
14/03/2016,electricity,fulfilled,"58,087","199,087"
15/03/2016,electricity,fulfilled,"67,228","541,837"
16/03/2016,electricity,fulfilled,"49,391","483,305"
17/03/2016,electricity,fulfilled,"18,485","135,239"
18/03/2016,electricity,fulfilled,"36,261","275,594"
19/03/2016,electricity,fulfilled,"9,604","67,865"
20/03/2016,electricity,fulfilled,"54,382","471,638"
21/03/2016,electricity,fulfilled,"39,753","370,048"
22/03/2016,electricity,fulfilled,"1,321","3,434"
23/03/2016,electricity,fulfilled,"11,396","98,211"
24/03/2016,electricity,fulfilled,"55,145","115,451"
25/03/2016,electricity,fulfilled,"58,522","373,376"
26/03/2016,electricity,fulfilled,"12,906","83,909"
27/03/2016,electricity,fulfilled,"50,964","158,686"
28/03/2016,electricity,fulfilled,"62,568","375,063"
29/03/2016,electricity,fulfilled,"61,217","416,477"
30/03/2016,electricity,fulfilled,"32,160","319,194"
31/03/2016,electricity,fulfilled,"7,274","32,573"
01/04/2016,electricity,fulfilled,"19,626","187,232"
01/01/2016,electricity postpaid,fulfilled,"63,913","991,456"
02/01/2016,electricity postpaid,fulfilled,"66,685","614,708"
03/01/2016,electricity postpaid,fulfilled,"61,888","653,964"
04/01/2016,electricity postpaid,fulfilled,"2,681","43,741"
05/01/2016,electricity postpaid,fulfilled,"52,976","469,430"
06/01/2016,electricity postpaid,fulfilled,"51,414","551,595"
07/01/2016,electricity postpaid,fulfilled,"4,929","74,229"
08/01/2016,electricity postpaid,fulfilled,"47,506","582,561"
09/01/2016,electricity postpaid,fulfilled,"21,964","306,173"
10/01/2016,electricity postpaid,fulfilled,"59,800","571,072"
11/01/2016,electricity postpaid,fulfilled,"39,061","473,552"
12/01/2016,electricity postpaid,fulfilled,"19,471","349,083"
13/01/2016,electricity postpaid,fulfilled,"25,274","446,081"
14/01/2016,electricity postpaid,fulfilled,"31,780","287,609"
15/01/2016,electricity postpaid,fulfilled,"27,071","464,852"
16/01/2016,electricity postpaid,fulfilled,"1,602","17,330"
17/01/2016,electricity postpaid,fulfilled,"15,929","287,951"
18/01/2016,electricity postpaid,fulfilled,"18,811","265,902"
19/01/2016,electricity postpaid,fulfilled,"48,449","572,672"
20/01/2016,electricity postpaid,fulfilled,"15,762","160,788"
21/01/2016,electricity postpaid,fulfilled,"46,483","865,099"
22/01/2016,electricity postpaid,fulfilled,"52,712","700,858"
23/01/2016,electricity postpaid,fulfilled,"11,207","90,896"
24/01/2016,electricity postpaid,fulfilled,"50,551","753,043"
25/01/2016,electricity postpaid,fulfilled,"38,461","744,743"
26/01/2016,electricity postpaid,fulfilled,"3,367","61,435"
27/01/2016,electricity postpaid,fulfilled,"64,618","999,821"
28/01/2016,electricity postpaid,fulfilled,"65,465","717,221"
29/01/2016,electricity postpaid,fulfilled,"16,583","174,595"
30/01/2016,electricity postpaid,fulfilled,891,"6,835"
31/01/2016,electricity postpaid,fulfilled,"18,567","212,176"
01/02/2016,electricity postpaid,fulfilled,"53,730","943,095"
02/02/2016,electricity postpaid,fulfilled,"19,906","231,616"
03/02/2016,electricity postpaid,fulfilled,"40,930","770,339"
04/02/2016,electricity postpaid,fulfilled,"14,017","278,070"
05/02/2016,electricity postpaid,fulfilled,"66,423","941,499"
06/02/2016,electricity postpaid,fulfilled,"2,273","17,163"
07/02/2016,electricity postpaid,fulfilled,"56,424","627,022"
08/02/2016,electricity postpaid,fulfilled,"68,616","1,003,653"
09/02/2016,electricity postpaid,fulfilled,"27,817","526,250"
10/02/2016,electricity postpaid,fulfilled,"69,501","1,324,584"
11/02/2016,electricity postpaid,fulfilled,"66,530","969,382"
12/02/2016,electricity postpaid,fulfilled,"59,680","1,034,982"
13/02/2016,electricity postpaid,fulfilled,"46,323","758,539"
14/02/2016,electricity postpaid,fulfilled,"20,707","267,025"
15/02/2016,electricity postpaid,fulfilled,"22,794","233,048"
16/02/2016,electricity postpaid,fulfilled,"65,289","1,222,405"
17/02/2016,electricity postpaid,fulfilled,"37,310","530,171"
18/02/2016,electricity postpaid,fulfilled,"35,198","554,790"
19/02/2016,electricity postpaid,fulfilled,"34,050","669,709"
20/02/2016,electricity postpaid,fulfilled,"62,443","938,786"
21/02/2016,electricity postpaid,fulfilled,"32,702","494,882"
22/02/2016,electricity postpaid,fulfilled,"66,085","761,623"
23/02/2016,electricity postpaid,fulfilled,"55,502","1,066,232"
24/02/2016,electricity postpaid,fulfilled,"18,647","174,658"
25/02/2016,electricity postpaid,fulfilled,"38,618","501,234"
26/02/2016,electricity postpaid,fulfilled,"24,973","202,878"
27/02/2016,electricity postpaid,fulfilled,"33,085","512,331"
28/02/2016,electricity postpaid,fulfilled,"40,904","465,008"
29/02/2016,electricity postpaid,fulfilled,"25,386","205,910"
01/03/2016,electricity postpaid,fulfilled,977,"10,316"
02/03/2016,electricity postpaid,fulfilled,"42,544","492,080"
03/03/2016,electricity postpaid,fulfilled,"13,225","178,069"
04/03/2016,electricity postpaid,fulfilled,"14,815","196,969"
05/03/2016,electricity postpaid,fulfilled,"50,458","821,385"
06/03/2016,electricity postpaid,fulfilled,"52,944","950,953"
07/03/2016,electricity postpaid,fulfilled,"40,291","606,077"
08/03/2016,electricity postpaid,fulfilled,"67,246","779,616"
09/03/2016,electricity postpaid,fulfilled,"1,640","15,258"
10/03/2016,electricity postpaid,fulfilled,"16,662","148,784"
11/03/2016,electricity postpaid,fulfilled,"21,784","181,391"
12/03/2016,electricity postpaid,fulfilled,"55,751","427,153"
13/03/2016,electricity postpaid,fulfilled,"50,802","992,828"
14/03/2016,electricity postpaid,fulfilled,"32,742","534,493"
15/03/2016,electricity postpaid,fulfilled,"7,627","139,181"
16/03/2016,electricity postpaid,fulfilled,"6,744","54,924"
17/03/2016,electricity postpaid,fulfilled,"24,346","216,784"
18/03/2016,electricity postpaid,fulfilled,"7,379","115,302"
19/03/2016,electricity postpaid,fulfilled,"30,600","489,997"
20/03/2016,electricity postpaid,fulfilled,"55,710","729,962"
21/03/2016,electricity postpaid,fulfilled,"32,398","278,227"
22/03/2016,electricity postpaid,fulfilled,"14,123","240,013"
23/03/2016,electricity postpaid,fulfilled,"8,099","119,946"
24/03/2016,electricity postpaid,fulfilled,"33,006","367,485"
25/03/2016,electricity postpaid,fulfilled,"66,846","820,120"
26/03/2016,electricity postpaid,fulfilled,"67,973","1,056,891"
27/03/2016,electricity postpaid,fulfilled,"50,065","934,413"
28/03/2016,electricity postpaid,fulfilled,"48,138","407,825"
29/03/2016,electricity postpaid,fulfilled,"7,592","116,115"
30/03/2016,electricity postpaid,fulfilled,"20,680","354,397"
31/03/2016,electricity postpaid,fulfilled,"15,198","293,547"
01/04/2016,electricity postpaid,fulfilled,"2,088","25,062"
01/01/2016,games,fulfilled,"6,940","57,774"
02/01/2016,games,fulfilled,"40,231","272,017"
03/01/2016,games,fulfilled,"21,822","163,616"
04/01/2016,games,fulfilled,"44,728","417,746"
05/01/2016,games,fulfilled,"62,919","540,046"
06/01/2016,games,fulfilled,"5,573","34,905"
07/01/2016,games,fulfilled,"64,497","593,159"
08/01/2016,games,fulfilled,16,144
09/01/2016,games,fulfilled,"57,385","474,109"
10/01/2016,games,fulfilled,"37,123","520,486"
11/01/2016,games,fulfilled,"1,066","4,692"
12/01/2016,games,fulfilled,"13,432","63,110"
13/01/2016,games,fulfilled,"65,021","968,104"
14/01/2016,games,fulfilled,"16,323","208,656"
15/01/2016,games,fulfilled,"38,599","221,419"
16/01/2016,games,fulfilled,"56,270","240,880"
17/01/2016,games,fulfilled,"24,180","201,349"
18/01/2016,games,fulfilled,"51,390","668,352"
19/01/2016,games,fulfilled,"30,328","199,115"
20/01/2016,games,fulfilled,"17,546","99,694"
21/01/2016,games,fulfilled,"69,690","782,639"
22/01/2016,games,fulfilled,"43,392","448,799"
23/01/2016,games,fulfilled,"48,119","481,829"
24/01/2016,games,fulfilled,"18,470","93,942"
25/01/2016,games,fulfilled,"52,237","408,791"
26/01/2016,games,fulfilled,"55,119","494,648"
27/01/2016,games,fulfilled,"48,392","661,750"
28/01/2016,games,fulfilled,"65,574","406,676"
29/01/2016,games,fulfilled,"67,296","794,106"
30/01/2016,games,fulfilled,"16,507","225,875"
31/01/2016,games,fulfilled,"11,323","129,834"
01/02/2016,games,fulfilled,"56,615","414,121"
02/02/2016,games,fulfilled,"30,636","451,841"
03/02/2016,games,fulfilled,"13,178","197,391"
04/02/2016,games,fulfilled,"55,525","377,175"
05/02/2016,games,fulfilled,"8,976","111,384"
06/02/2016,games,fulfilled,"25,071","154,419"
07/02/2016,games,fulfilled,"10,242","117,521"
08/02/2016,games,fulfilled,"62,176","513,946"
09/02/2016,games,fulfilled,"42,990","385,478"
10/02/2016,games,fulfilled,"26,487","166,147"
11/02/2016,games,fulfilled,"20,736","213,825"
12/02/2016,games,fulfilled,"3,816","44,353"
13/02/2016,games,fulfilled,"52,374","393,868"
14/02/2016,games,fulfilled,"14,356","105,635"
15/02/2016,games,fulfilled,"37,962","209,576"
16/02/2016,games,fulfilled,"4,505","19,129"
17/02/2016,games,fulfilled,"60,860","523,347"
18/02/2016,games,fulfilled,"4,469","40,220"
19/02/2016,games,fulfilled,"22,729","294,570"
20/02/2016,games,fulfilled,"18,735","126,987"
21/02/2016,games,fulfilled,"8,609","80,482"
22/02/2016,games,fulfilled,"18,444","237,573"
23/02/2016,games,fulfilled,"20,583","181,039"
24/02/2016,games,fulfilled,"36,927","471,650"
25/02/2016,games,fulfilled,"43,085","209,229"
26/02/2016,games,fulfilled,"46,217","567,896"
27/02/2016,games,fulfilled,"60,411","688,129"
28/02/2016,games,fulfilled,"35,762","253,920"
29/02/2016,games,fulfilled,"67,938","343,399"
01/03/2016,games,fulfilled,"14,047","156,500"
02/03/2016,games,fulfilled,"44,144","573,805"
03/03/2016,games,fulfilled,"21,379","298,487"
04/03/2016,games,fulfilled,"58,893","824,678"
05/03/2016,games,fulfilled,"61,530","848,055"
06/03/2016,games,fulfilled,"47,897","466,684"
07/03/2016,games,fulfilled,"53,125","309,384"
08/03/2016,games,fulfilled,"58,904","728,907"
09/03/2016,games,fulfilled,"26,985","108,342"
10/03/2016,games,fulfilled,"57,838","294,204"
11/03/2016,games,fulfilled,"44,835","556,967"
12/03/2016,games,fulfilled,"54,824","224,871"
13/03/2016,games,fulfilled,"30,595","122,597"
14/03/2016,games,fulfilled,"58,849","838,710"
15/03/2016,games,fulfilled,"49,490","599,957"
16/03/2016,games,fulfilled,"5,179","69,083"
17/03/2016,games,fulfilled,"20,226","154,378"
18/03/2016,games,fulfilled,"1,387","6,908"
19/03/2016,games,fulfilled,"1,979","8,778"
20/03/2016,games,fulfilled,"43,154","440,852"
21/03/2016,games,fulfilled,"14,171","107,763"
22/03/2016,games,fulfilled,"21,208","243,253"
23/03/2016,games,fulfilled,"32,755","174,892"
24/03/2016,games,fulfilled,"40,766","173,157"
25/03/2016,games,fulfilled,"49,789","369,369"
26/03/2016,games,fulfilled,"38,334","436,792"
27/03/2016,games,fulfilled,"3,560","25,770"
28/03/2016,games,fulfilled,"68,746","328,475"
29/03/2016,games,fulfilled,"26,046","119,913"
30/03/2016,games,fulfilled,"45,105","614,654"
31/03/2016,games,fulfilled,"3,678","54,923"
01/04/2016,games,fulfilled,"3,173","39,352"
01/01/2016,mobile,fulfilled,"21,695","178,957"
02/01/2016,mobile,fulfilled,"29,380","265,333"
03/01/2016,mobile,fulfilled,"3,087","20,507"
04/01/2016,mobile,fulfilled,"2,757","23,200"
05/01/2016,mobile,fulfilled,"19,575","120,174"
06/01/2016,mobile,fulfilled,"36,880","360,966"
07/01/2016,mobile,fulfilled,"55,530","389,470"
08/01/2016,mobile,fulfilled,"21,532","212,826"
09/01/2016,mobile,fulfilled,"10,418","38,135"
10/01/2016,mobile,fulfilled,"57,061","545,132"
11/01/2016,mobile,fulfilled,"61,654","599,165"
12/01/2016,mobile,fulfilled,"68,954","677,528"
13/01/2016,mobile,fulfilled,"47,634","428,877"
14/01/2016,mobile,fulfilled,"69,312","400,325"
15/01/2016,mobile,fulfilled,"8,560","80,634"
16/01/2016,mobile,fulfilled,"4,593","17,783"
17/01/2016,mobile,fulfilled,"17,072","90,782"
18/01/2016,mobile,fulfilled,"51,041","192,638"
19/01/2016,mobile,fulfilled,"28,509","256,250"
20/01/2016,mobile,fulfilled,"16,317","137,372"
21/01/2016,mobile,fulfilled,"42,880","371,435"
22/01/2016,mobile,fulfilled,"55,999","553,645"
23/01/2016,mobile,fulfilled,"25,289","70,574"
24/01/2016,mobile,fulfilled,"10,472","91,803"
25/01/2016,mobile,fulfilled,"22,808","99,762"
26/01/2016,mobile,fulfilled,"10,343","102,737"
27/01/2016,mobile,fulfilled,"22,143","91,071"
28/01/2016,mobile,fulfilled,"48,433","332,371"
29/01/2016,mobile,fulfilled,"12,572","104,846"
30/01/2016,mobile,fulfilled,"25,012","88,094"
31/01/2016,mobile,fulfilled,"30,638","114,077"
01/02/2016,mobile,fulfilled,"68,001","525,600"
02/02/2016,mobile,fulfilled,"20,550","164,689"
03/02/2016,mobile,fulfilled,"26,658","256,913"
04/02/2016,mobile,fulfilled,"34,593","88,658"
05/02/2016,mobile,fulfilled,"58,514","537,363"
06/02/2016,mobile,fulfilled,"59,853","456,516"
07/02/2016,mobile,fulfilled,"64,712","459,552"
08/02/2016,mobile,fulfilled,"47,813","132,585"
09/02/2016,mobile,fulfilled,"66,726","283,525"
10/02/2016,mobile,fulfilled,"5,651","50,150"
11/02/2016,mobile,fulfilled,"30,245","270,281"
12/02/2016,mobile,fulfilled,"8,723","32,725"
13/02/2016,mobile,fulfilled,"35,570","203,019"
14/02/2016,mobile,fulfilled,"10,846","70,344"
15/02/2016,mobile,fulfilled,"11,989","51,507"
16/02/2016,mobile,fulfilled,"8,860","85,516"
17/02/2016,mobile,fulfilled,197,"1,085"
18/02/2016,mobile,fulfilled,"63,554","471,475"
19/02/2016,mobile,fulfilled,"37,376","282,850"
20/02/2016,mobile,fulfilled,"6,017","22,359"
21/02/2016,mobile,fulfilled,"45,348","196,583"
22/02/2016,mobile,fulfilled,"54,250","272,817"
23/02/2016,mobile,fulfilled,"20,549","69,712"
24/02/2016,mobile,fulfilled,"65,954","465,655"
25/02/2016,mobile,fulfilled,"24,735","106,622"
26/02/2016,mobile,fulfilled,"10,088","34,456"
27/02/2016,mobile,fulfilled,"15,926","139,932"
28/02/2016,mobile,fulfilled,"29,877","89,932"
29/02/2016,mobile,fulfilled,"26,896","189,931"
01/03/2016,mobile,fulfilled,"38,045","313,563"
02/03/2016,mobile,fulfilled,"14,792","76,717"
03/03/2016,mobile,fulfilled,"67,314","592,592"
04/03/2016,mobile,fulfilled,"23,388","173,171"
05/03/2016,mobile,fulfilled,"17,327","46,585"
06/03/2016,mobile,fulfilled,"43,074","180,006"
07/03/2016,mobile,fulfilled,"66,841","164,549"
08/03/2016,mobile,fulfilled,"13,080","113,159"
09/03/2016,mobile,fulfilled,"54,812","372,321"
10/03/2016,mobile,fulfilled,"41,781","368,491"
11/03/2016,mobile,fulfilled,"28,719","110,685"
12/03/2016,mobile,fulfilled,"62,034","510,502"
13/03/2016,mobile,fulfilled,"35,864","261,054"
14/03/2016,mobile,fulfilled,"46,719","274,347"
15/03/2016,mobile,fulfilled,"15,698","85,607"
16/03/2016,mobile,fulfilled,"1,038","8,681"
17/03/2016,mobile,fulfilled,"65,308","201,925"
18/03/2016,mobile,fulfilled,"51,770","256,856"
19/03/2016,mobile,fulfilled,"19,534","39,353"
20/03/2016,mobile,fulfilled,"62,500","242,056"
21/03/2016,mobile,fulfilled,"41,327","297,112"
22/03/2016,mobile,fulfilled,"49,512","422,837"
23/03/2016,mobile,fulfilled,"31,912","235,481"
24/03/2016,mobile,fulfilled,"45,921","167,611"
25/03/2016,mobile,fulfilled,"36,921","360,238"
26/03/2016,mobile,fulfilled,"34,951","130,846"
27/03/2016,mobile,fulfilled,"69,382","474,177"
28/03/2016,mobile,fulfilled,"44,664","277,421"
29/03/2016,mobile,fulfilled,868,"8,557"
30/03/2016,mobile,fulfilled,"32,146","180,538"
31/03/2016,mobile,fulfilled,"12,470","36,638"
01/04/2016,mobile,fulfilled,"48,856","425,540"
01/01/2016,mobile postpaid,fulfilled,"61,421","1,105,983"
02/01/2016,mobile postpaid,fulfilled,"59,737","815,881"
03/01/2016,mobile postpaid,fulfilled,"19,184","167,666"
04/01/2016,mobile postpaid,fulfilled,"67,316","1,021,042"
05/01/2016,mobile postpaid,fulfilled,"12,654","245,190"
06/01/2016,mobile postpaid,fulfilled,"19,856","207,558"
07/01/2016,mobile postpaid,fulfilled,"43,390","389,034"
08/01/2016,mobile postpaid,fulfilled,"57,450","962,626"
09/01/2016,mobile postpaid,fulfilled,"3,898","59,554"
10/01/2016,mobile postpaid,fulfilled,"55,393","1,107,261"
11/01/2016,mobile postpaid,fulfilled,"27,690","448,597"
12/01/2016,mobile postpaid,fulfilled,"64,882","685,303"
13/01/2016,mobile postpaid,fulfilled,"39,015","349,519"
14/01/2016,mobile postpaid,fulfilled,"33,678","620,274"
15/01/2016,mobile postpaid,fulfilled,"10,066","130,955"
16/01/2016,mobile postpaid,fulfilled,"24,857","467,433"
17/01/2016,mobile postpaid,fulfilled,"2,059","29,979"
18/01/2016,mobile postpaid,fulfilled,"39,181","576,187"
19/01/2016,mobile postpaid,fulfilled,"12,416","96,824"
20/01/2016,mobile postpaid,fulfilled,"4,618","76,530"
21/01/2016,mobile postpaid,fulfilled,"1,243","16,080"
22/01/2016,mobile postpaid,fulfilled,"55,502","1,016,014"
23/01/2016,mobile postpaid,fulfilled,"17,718","269,574"
24/01/2016,mobile postpaid,fulfilled,"20,680","173,922"
25/01/2016,mobile postpaid,fulfilled,"2,941","44,006"
26/01/2016,mobile postpaid,fulfilled,"35,908","389,271"
27/01/2016,mobile postpaid,fulfilled,"30,970","596,838"
28/01/2016,mobile postpaid,fulfilled,"36,462","325,704"
29/01/2016,mobile postpaid,fulfilled,"41,642","565,023"
30/01/2016,mobile postpaid,fulfilled,"33,406","583,592"
31/01/2016,mobile postpaid,fulfilled,"67,087","872,775"
01/02/2016,mobile postpaid,fulfilled,"14,718","141,026"
02/02/2016,mobile postpaid,fulfilled,"41,165","488,175"
03/02/2016,mobile postpaid,fulfilled,"5,089","48,369"
04/02/2016,mobile postpaid,fulfilled,"56,643","529,923"
05/02/2016,mobile postpaid,fulfilled,"45,264","378,085"
06/02/2016,mobile postpaid,fulfilled,"6,053","80,866"
07/02/2016,mobile postpaid,fulfilled,"41,305","576,312"
08/02/2016,mobile postpaid,fulfilled,"37,727","660,392"
09/02/2016,mobile postpaid,fulfilled,"51,861","697,017"
10/02/2016,mobile postpaid,fulfilled,"40,731","578,681"
11/02/2016,mobile postpaid,fulfilled,"38,479","306,288"
12/02/2016,mobile postpaid,fulfilled,"69,384","1,051,535"
13/02/2016,mobile postpaid,fulfilled,"62,358","1,113,713"
14/02/2016,mobile postpaid,fulfilled,"17,182","145,263"
15/02/2016,mobile postpaid,fulfilled,"24,503","285,572"
16/02/2016,mobile postpaid,fulfilled,"68,812","1,324,747"
17/02/2016,mobile postpaid,fulfilled,"44,113","778,678"
18/02/2016,mobile postpaid,fulfilled,"39,552","754,845"
19/02/2016,mobile postpaid,fulfilled,"58,344","675,991"
20/02/2016,mobile postpaid,fulfilled,917,"15,165"
21/02/2016,mobile postpaid,fulfilled,"1,325","14,925"
22/02/2016,mobile postpaid,fulfilled,"37,102","420,807"
23/02/2016,mobile postpaid,fulfilled,"50,044","569,831"
24/02/2016,mobile postpaid,fulfilled,"45,115","461,210"
25/02/2016,mobile postpaid,fulfilled,"33,052","320,250"
26/02/2016,mobile postpaid,fulfilled,"3,693","70,379"
27/02/2016,mobile postpaid,fulfilled,"14,112","231,292"
28/02/2016,mobile postpaid,fulfilled,149,"1,169"
29/02/2016,mobile postpaid,fulfilled,"69,914","1,279,796"
01/03/2016,mobile postpaid,fulfilled,"44,296","834,164"
02/03/2016,mobile postpaid,fulfilled,"38,535","569,397"
03/03/2016,mobile postpaid,fulfilled,"62,856","1,138,265"
04/03/2016,mobile postpaid,fulfilled,"43,720","427,476"
05/03/2016,mobile postpaid,fulfilled,"25,537","220,956"
06/03/2016,mobile postpaid,fulfilled,"52,752","1,019,574"
07/03/2016,mobile postpaid,fulfilled,"32,718","518,341"
08/03/2016,mobile postpaid,fulfilled,"8,017","141,474"
09/03/2016,mobile postpaid,fulfilled,"18,433","218,766"
10/03/2016,mobile postpaid,fulfilled,"1,320","24,569"
11/03/2016,mobile postpaid,fulfilled,"58,129","707,203"
